portfolio,total_return_pa,cumulative_return,volatility_pa,historical_var_95_daily,sharpe_rf2,calmar,max_drawdown
TAA Overlay,0.03220699817636219,0.8547641524733944,0.04767989823205892,-0.004758761531127596,0.26924169418901917,0.1605481108522485,-0.2006065222779364
SAA Baseline,0.04464339643101933,1.3423480293938108,0.0702825920176351,-0.006232836648630812,0.3720982394673448,0.20270552575782078,-0.22023768846023628
