portfolio,total_return_pa,cumulative_return,volatility_pa,historical_var_95_daily,sharpe_rf2,calmar,max_drawdown
SAA MinVar,0.051452320903389026,2.8248285421768786,0.08151113663511822,-0.007199392595256198,0.41128151327504336,0.19528151111611897,-0.263477687208157
60/40,0.06634025396289545,4.570326651077352,0.10098728780599237,-0.009031539090850704,0.4898349662961492,0.19260265641598778,-0.34444101237945646
