portfolio,total_return_pa,cumulative_return,volatility_pa,historical_var_95_daily,sharpe_rf2,calmar,max_drawdown
TAA Overlay,0.02403193159771222,0.550063683603049,0.046316372871660905,-0.004625448054841206,0.1040848402300561,0.11321523276729595,-0.21226765171350892
