decision_date,spx_mom_1m,bitcoin_mom_1m,spx_mom_3m,bitcoin_mom_3m,spx_mom_6m,bitcoin_mom_6m,spx_vol_1m,spx_vol_3m,spx_vol_6m,spx_vol_12m,gold_rel_mom_3m,jpy_rel_mom_3m,equity_drawdown_3m,avg_corr_3m,gold_rel_mom_6m,jpy_rel_mom_6m,equity_drawdown_6m,avg_corr_6m,gold_rel_mom_12m,jpy_rel_mom_12m,equity_drawdown_12m,avg_corr_12m,vixcls,t10y2y,baa10y,vix_change_1m,vix_change_3m,vix_change_6m,inv_6m_any,vix_6m_max,baa_widen_6m,inv_12m_any,vix_12m_max,baa_widen_12m,inv_18m_any,vix_18m_max,baa_widen_18m,bitcoin_available
2004-01-30,0.018355576915967342,,0.0785661145698735,,0.1710941208981982,,0.1101408082681656,0.10335316987235393,0.1133199282509922,,-0.0182315077986972,-0.042145719148437566,-0.020569620253164556,0.07579131587693667,-0.030524473739348856,-0.04575120159065871,-0.020569620253164556,0.017515307679746673,,,,,16.63,2.32,2.19,-0.02975495915986004,0.08338762214983708,0.13052345343303862,0.0,22.72,-0.4500000000000002,0.0,,,0.0,,,0.0
2004-02-27,0.011230530628994373,,0.07802267083542413,,0.12329648672382487,,0.08806131020148698,0.09611849697892232,0.11337724754075394,,-0.09562961441880924,-0.08288015410918448,-0.010236085598010591,0.17695658547377563,-0.062227784433748656,-0.053458708335042626,-0.010236085598010591,0.061698685510603604,,,,,14.55,2.33,2.21,-0.018880647336480094,-0.08490566037735847,-0.07911392405063289,0.0,22.72,-0.25,0.0,,,0.0,,,0.0
2004-03-31,-0.018705258401312874,,0.020005562250857478,,0.0929571868481176,,0.15192488211467062,0.12017938236414173,0.11093925850570839,0.13157827251732476,0.005484398071373908,0.007145929642071502,-0.025588040808615098,0.16536179975693285,0.039862576732703214,-0.03827043639239491,-0.025588040808615098,0.09971879016857044,0.019144648494702654,-0.13914900214717552,-0.025588040808615098,0.058707866127114414,16.74,2.26,2.29,0.02825552825552813,-0.034045008655510633,-0.1901306240928884,0.0,21.58,-0.20000000000000018,0.0,22.72,-0.6299999999999999,0.0,,,0.0
2004-04-30,-0.020884061814412158,,-0.02133235336642736,,0.05504789738593918,,0.12168367498636766,0.12417576256286741,0.11423208176144536,0.12758400635247147,-0.01094589009660274,-0.02408928977508551,-0.040885367466465095,0.2613184387172153,-0.037150805663344055,-0.05758137548944975,-0.040885367466465095,0.19178018991191237,-0.10090953137443681,-0.1462015175112905,-0.040885367466465095,0.10221505727706622,17.19,2.22,2.05,0.03554216867469884,0.1406768414067685,0.1765913757700206,0.0,21.58,-0.29000000000000004,0.0,22.72,-0.7800000000000002,0.0,,,0.0
2004-05-31,0.013721060504398253,,-0.02276921616216765,,0.06415425971877586,,0.11058045812158762,0.128135974747267,0.11382671730761292,0.1233349922329428,0.02836219951033081,0.027608514920385407,-0.02772529756281883,0.3130647525425877,-0.09073233280847692,-0.08086353656318779,-0.02772529756281883,0.27171765255370367,-0.02179776023915858,-0.0663111274333017,-0.02772529756281883,0.16022862635755397,15.5,2.12,2.03,0.0,-0.029430181590482163,-0.16170903190914,0.0,21.58,-0.30000000000000027,0.0,22.72,-0.8500000000000001,0.0,,,0.0
2004-06-30,0.018973397184945062,,0.0032388954290938354,,0.023483365949119372,,0.09726099180529543,0.10799667535992165,0.11333684547999415,0.11683401900595031,-0.06599890969273337,-0.04240410642477266,-0.00439439225732996,0.4353082003243614,-0.09001586269352568,-0.047295078737571994,-0.008814708105044478,0.3109983836132141,-0.020237543817025916,-0.07295567004914671,-0.008814708105044478,0.19477245784258984,14.34,1.92,2.09,-0.07304460245636724,-0.05595786701777483,0.002096436058700135,0.0,21.58,-0.22999999999999998,0.0,22.72,-0.6300000000000003,0.0,,,0.0
2004-07-30,-0.023032987667992777,,-0.011713850837138495,,-0.015818352684390802,,0.0900309685754053,0.09944696321291026,0.11225645686250599,0.11283326519272686,0.00763897499351196,-0.006245919277804046,-0.035352845045312775,0.4167029610665204,0.0009550197709257136,-0.033750612832850635,-0.04162337048932552,0.3354627713868915,-0.05972834563388596,-0.06793881274834379,-0.04162337048932552,0.20261727708909055,15.32,1.82,2.1,-0.022959183673469385,-0.07432024169184293,-0.02730158730158727,0.0,21.58,-0.029999999999999805,0.0,22.72,-0.45999999999999996,0.0,,,0.0
2004-08-31,-0.0003986556106178041,,-0.007067008644901174,,-0.029712931763249073,,0.13386736080427808,0.10886641926716131,0.11831154270900296,0.11521430000789404,0.062429439441862744,0.022181050964219517,-0.03144852176496815,0.2952467605829595,0.050637081719657195,0.04821618357235413,-0.03345312648258858,0.3148071545985972,-0.009820578681742465,-0.027646366955042412,-0.03774442660117139,0.21503267562142026,15.29,1.72,2.19,-0.009715025906735786,0.025486250838363533,-0.03715365239294721,0.0,21.58,-0.10999999999999988,0.0,22.72,-0.3700000000000001,0.0,,,0.0
2004-09-30,0.00897833196555653,,-0.005343138142761328,,-0.014747568983458414,,0.09391561335720557,0.10683069409862009,0.10707943976207626,0.10943437291402908,0.0555628493794218,-0.003471037232068319,-0.012533040835775888,0.199047544763093,0.003401392408585391,-0.029050704528581495,-0.020959738523250615,0.3498908230562153,0.03470039375951761,-0.09061227830130125,-0.027323823918382728,0.23518645487957185,13.34,1.51,2.11,0.009841029523088407,-0.08755129958960328,-0.0949796472184532,0.0,19.96,-0.040000000000000036,0.0,21.58,-0.3700000000000001,0.0,22.72,-0.73,0.0
2004-10-29,0.01527787894238486,,0.03232157404892999,,0.023183973084569542,,0.12434637316168977,0.11602152396907264,0.10785934248936124,0.11061650317598574,0.055230767024537775,0.012570213116744222,-0.009580597218192377,0.1070383184006793,0.08203846405276116,0.014147092032149144,-0.009580597218192377,0.28654726706160466,0.0024658338629117704,-0.056166745373300575,-0.012463395050066106,0.23988029480609444,16.27,1.49,2.09,0.057179987004548405,-0.007321537522879895,0.11898211829436045,0.0,19.96,0.029999999999999805,0.0,21.58,-0.2400000000000002,0.0,22.72,-0.77,0.0
2004-11-30,0.040176676966846125,,0.05401722446309809,,0.038085751097537646,,0.09962613916878607,0.10347647499500678,0.10462482614310227,0.10947195211668809,0.0557403736665929,0.008270541133098552,-0.007980254570120748,0.10775346958252678,0.10718409017230357,0.024881164590829563,-0.007980254570120748,0.2042984885440112,-0.007995374131571253,-0.06527002510325275,-0.007980254570120748,0.24860691071424473,13.24,1.34,1.95,-0.004511278195488799,0.04088050314465397,0.02081727062451799,0.0,19.34,-0.09999999999999987,0.0,21.58,-0.3899999999999999,0.0,22.72,-0.9200000000000002,0.0
2004-12-31,0.019361380333867695,,0.07301933706598929,,0.10206443789844988,,0.07875949931837756,0.10125774559995543,0.10469918672507297,0.10922501958784217,-0.025974560946586234,0.009997324728807655,-0.00134851663170521,0.16395294257373028,-0.02730037367489313,-0.03989937894882489,-0.00134851663170521,0.16521254465628812,-0.04594931711337513,-0.05550934219813897,-0.00134851663170521,0.25988141805208087,13.29,1.16,1.86,0.05812101910828016,0.10749999999999993,0.18343722172751553,0.0,19.34,-0.28,0.0,21.58,-0.47,0.0,22.72,-0.7,0.0
2005-01-31,-0.02437831680142255,,0.03750103414449657,,0.11964389344863435,,0.09981560782731053,0.09612825390790365,0.10185446288560288,0.10849002174953463,-0.047457693392475964,-0.013103734240928366,-0.025693958867467948,0.23161893914474058,-0.06248316799522602,-0.054262986987689166,-0.025693958867467948,0.17051294740647907,-0.01589432309112171,-0.02589191258341539,-0.025693958867467948,0.2616078514044908,12.82,0.85,1.75,-0.031722054380664666,-0.04613095238095233,-0.10724233983286902,0.0,19.08,-0.4700000000000002,0.0,21.58,-0.43000000000000016,0.0,22.72,-0.81,0.0
2005-02-28,0.02967902766289865,,0.014562227630313007,,0.09024175155846148,,0.10468947580942152,0.09383548474646891,0.10043561301014707,0.1081477546472046,-0.05656332713553569,-0.03415507862907041,-0.006396293032253086,0.17739804686494284,-0.003968219579905341,-0.03433044504981164,-0.006396293032253086,0.14658205646630934,-0.02453066716627439,-0.046957286284264654,-0.006396293032253086,0.2531063919059176,12.08,0.77,1.59,0.05134899912967805,-0.025020177562550483,0.0805008944543828,0.0,16.58,-0.5599999999999998,0.0,21.58,-0.7299999999999998,0.0,22.72,-0.97,0.0
2005-03-31,-0.023312182459565567,,-0.013484896020078851,,0.042668593049626224,,0.10005539687971951,0.09965187610849129,0.10091145491310093,0.1041904943426205,0.01069127478855747,-0.027299051716738743,-0.03549871282247907,0.17768265835498234,-0.017613553325303455,-0.003471206208749189,-0.03549871282247907,0.18676617786404806,-0.00998295041146835,-0.0685721113963752,-0.03549871282247907,0.2708515730640343,14.02,0.7,1.64,0.027859237536656867,0.019636363636363674,-0.002844950213371278,0.0,16.58,-0.44999999999999996,0.0,19.96,-0.47,0.0,21.58,-0.72,0.0
2005-04-29,-0.018967681115799495,,-0.02279682541478345,,0.00456490893442818,,0.15071653117119377,0.11852773571868232,0.10572600798950327,0.10663639281682731,0.05430728536776708,0.012582028278745327,-0.05379306567344033,0.16950573716948186,0.006725976876303941,0.007750126865094575,-0.05379306567344033,0.19742894737470457,0.07660196388849827,0.00654965838080801,-0.05379306567344033,0.2132451155260812,15.31,0.55,1.76,-0.0919335705812574,0.02682763246143538,0.06245662734212365,0.0,17.74,-0.2899999999999998,0.0,19.96,-0.24,0.0,21.58,-0.6199999999999999,0.0
2005-05-31,0.027099911837412005,,-0.011671684659358639,,0.009703568171390176,,0.10155633064396141,0.11947446488703263,0.10731763732134408,0.10632099019796679,-0.01718901591087285,-0.01853923916858624,-0.023684066385496028,0.25852146743656074,-0.08709439183087053,-0.05934895824231201,-0.023684066385496028,0.19352013053296493,0.0183446496313584,-0.05296594143844269,-0.023684066385496028,0.20729484356649697,13.29,0.4,1.9,0.093827160493827,0.08578431372549011,0.026254826254826336,0.0,17.74,-0.06000000000000005,0.0,19.34,-0.1299999999999999,0.0,21.58,-0.41999999999999993,0.0
