date,probability
2007-12-31,0.41226303577423096
2008-01-31,0.540264904499054
2008-02-29,0.47802290320396423
2008-03-31,0.575400173664093
2008-04-30,0.4279877245426178
2008-05-31,0.0887734591960907
2008-06-30,0.7811166048049927
2008-07-31,0.2029530107975006
2008-08-31,0.027817174792289734
2008-09-30,0.4601154625415802
2008-10-31,0.5594635009765625
2008-11-30,0.573205828666687
2008-12-31,0.5152981877326965
2009-01-31,0.5609698295593262
2009-02-28,0.7949671745300293
2009-03-31,0.7866765856742859
2009-04-30,0.15046775341033936
2009-05-31,0.08574403822422028
2009-06-30,0.37095025181770325
2009-07-31,0.10732843726873398
2009-08-31,0.17821364104747772
2009-09-30,0.07313985377550125
2009-10-31,0.21877583861351013
2009-11-30,0.09883570671081543
2009-12-31,0.11405691504478455
2010-01-31,0.16443321108818054
2010-02-28,0.04859520122408867
2010-03-31,0.29285430908203125
2010-04-30,0.029538679867982864
2010-05-31,0.404406875371933
2010-06-30,0.15182270109653473
2010-07-31,0.16162601113319397
2010-08-31,0.27763521671295166
2010-09-30,0.20663268864154816
2010-10-31,0.12140008807182312
2010-11-30,0.06801862269639969
2010-12-31,0.052811361849308014
2011-01-31,0.01615413837134838
2011-02-28,0.13129159808158875
2011-03-31,0.04099451005458832
2011-04-30,0.21475395560264587
2011-05-31,0.16619065403938293
2011-06-30,0.1669665426015854
2011-07-31,0.09779481589794159
2011-08-31,0.34005826711654663
2011-09-30,0.36629706621170044
2011-10-31,0.49889618158340454
2011-11-30,0.36551591753959656
2011-12-31,0.07105890661478043
2012-01-31,0.038855280727148056
2012-02-29,0.06667449325323105
2012-03-31,0.6494726538658142
2012-04-30,0.02168496698141098
2012-05-31,0.11088323593139648
2012-06-30,0.4515843391418457
2012-07-31,0.05610014498233795
2012-08-31,0.18383803963661194
2012-09-30,0.06113520637154579
2012-10-31,0.3022107481956482
2012-11-30,0.023724520578980446
2012-12-31,0.07708526402711868
2013-01-31,0.3853314220905304
2013-02-28,0.0402703620493412
2013-03-31,0.3879958391189575
2013-04-30,0.017750410363078117
2013-05-31,0.03511121869087219
2013-06-30,0.044546715915203094
2013-07-31,0.07251273840665817
2013-08-31,0.12382697314023972
2013-09-30,0.17508895695209503
2013-10-31,0.2010665237903595
2013-11-30,0.09624780714511871
2013-12-31,0.06503680348396301
2014-01-31,0.3732586205005646
2014-02-28,0.011937611736357212
2014-03-31,0.016862714663147926
2014-04-30,0.03437187895178795
2014-05-31,0.6187048554420471
2014-06-30,0.6397630572319031
2014-07-31,0.8766512870788574
2014-08-31,0.7590529918670654
2014-09-30,0.9208819270133972
2014-10-31,0.09008438885211945
2014-11-30,0.045996349304914474
2014-12-31,0.37235042452812195
2015-01-31,0.6748748421669006
2015-02-28,0.026386646553874016
2015-03-31,0.04992619529366493
2015-04-30,0.2003377079963684
2015-05-31,0.6488567590713501
2015-06-30,0.7259848713874817
2015-07-31,0.8178396821022034
2015-08-31,0.9170784950256348
2015-09-30,0.9371253252029419
2015-10-31,0.5210967063903809
2015-11-30,0.8290298581123352
2015-12-31,0.772834062576294
2016-01-31,0.6354947686195374
2016-02-29,0.7625671029090881
2016-03-31,0.6346913576126099
2016-04-30,0.8315728306770325
2016-05-31,0.67613685131073
2016-06-30,0.489548921585083
2016-07-31,0.22605714201927185
2016-08-31,0.22647725045681
2016-09-30,0.22135834395885468
2016-10-31,0.6946321129798889
2016-11-30,0.2595928907394409
2016-12-31,0.10407274216413498
2017-01-31,0.1867799162864685
2017-02-28,0.1284923404455185
2017-03-31,0.1757829785346985
2017-04-30,0.7554793953895569
2017-05-31,0.23611487448215485
2017-06-30,0.11037489771842957
2017-07-31,0.07859735190868378
2017-08-31,0.21331852674484253
2017-09-30,0.05148759484291077
2017-10-31,0.07723087072372437
2017-11-30,0.04358278959989548
2017-12-31,0.2671782374382019
2018-01-31,0.4739247262477875
2018-02-28,0.12802395224571228
2018-03-31,0.03738205134868622
2018-04-30,0.026389626786112785
2018-05-31,0.02123822644352913
2018-06-30,0.5281842947006226
2018-07-31,0.09224268794059753
2018-08-31,0.05183122679591179
2018-09-30,0.051550574600696564
2018-10-31,0.09433315694332123
2018-11-30,0.20040954649448395
2018-12-31,0.47190552949905396
2019-01-31,0.09752900153398514
2019-02-28,0.02069925330579281
2019-03-31,0.49449586868286133
2019-04-30,0.025619709864258766
2019-05-31,0.7306303977966309
2019-06-30,0.32636019587516785
2019-07-31,0.3975120484828949
2019-08-31,0.29561474919319153
2019-09-30,0.10609874129295349
2019-10-31,0.17035819590091705
2019-11-30,0.5050166845321655
2019-12-31,0.07340075820684433
2020-01-31,0.7590808272361755
2020-02-29,0.4882154166698456
2020-03-31,0.34219545125961304
2020-04-30,0.881134569644928
2020-05-31,0.9477088451385498
2020-06-30,0.804635226726532
2020-07-31,0.3927595913410187
2020-08-31,0.708577573299408
2020-09-30,0.6568719744682312
2020-10-31,0.6758713126182556
2020-11-30,0.1541430503129959
2020-12-31,0.16815224289894104
2021-01-31,0.6510154008865356
2021-02-28,0.6244317293167114
2021-03-31,0.32780471444129944
2021-04-30,0.8164998292922974
2021-05-31,0.7934558391571045
2021-06-30,0.8311776518821716
2021-07-31,0.7204217910766602
2021-08-31,0.9088855981826782
2021-09-30,0.2661053538322449
2021-10-31,0.2665516138076782
2021-11-30,0.8622581958770752
2021-12-31,0.5651548504829407
2022-01-31,0.5748140215873718
2022-02-28,0.6296149492263794
2022-03-31,0.1615838259458542
2022-04-30,0.24713601171970367
2022-05-31,0.2905498147010803
2022-06-30,0.6104901432991028
2022-07-31,0.3553708791732788
2022-08-31,0.5090500116348267
2022-09-30,0.5735140442848206
2022-10-31,0.16047389805316925
2022-11-30,0.05054338648915291
2022-12-31,0.22652962803840637
2023-01-31,0.17012031376361847
2023-02-28,0.04972507432103157
2023-03-31,0.6888779997825623
2023-04-30,0.15280623733997345
2023-05-31,0.335692822933197
2023-06-30,0.21320003271102905
2023-07-31,0.4592863619327545
2023-08-31,0.24582186341285706
2023-09-30,0.33755257725715637
2023-10-31,0.38911914825439453
2023-11-30,0.07261320948600769
2023-12-31,0.5035536289215088
2024-01-31,0.10758407413959503
2024-02-29,0.47488877177238464
2024-03-31,0.6232706904411316
2024-04-30,0.11849502474069595
2024-05-31,0.15269194543361664
2024-06-30,0.5037709474563599
2024-07-31,0.2944243550300598
2024-08-31,0.02715861052274704
2024-09-30,0.1884835660457611
2024-10-31,0.09568119049072266
2024-11-30,0.5730071663856506
